Frame,Total,Densidad,LOS,LOS_Descripcion,Turismos,Motos,Buses,Camiones,Bicis,Velocidad_Media,Incidentes_Detenidos,Incidentes_Frenadas,Incidentes_Conflictos,Incidentes_Total
356,2,114.20927389770596,F,Colapso,0,2,0,0,0,43.70135115888548,0,0,0,0
357,2,114.20927389770596,F,Colapso,0,2,0,0,0,44.71669745276013,0,0,0,0
358,2,114.20927389770596,F,Colapso,0,2,0,0,0,45.45145318616517,0,0,0,0
359,2,114.20927389770596,F,Colapso,0,2,0,0,0,46.710696691161125,0,0,0,0
360,2,114.20927389770596,F,Colapso,0,2,0,0,0,48.053566799475064,0,0,0,0
361,2,114.20927389770596,F,Colapso,0,2,0,0,0,49.45469344972013,0,0,0,0
362,2,114.20927389770596,F,Colapso,0,2,0,0,0,51.00679393342635,0,0,0,0
363,2,114.20927389770596,F,Colapso,0,2,0,0,0,52.592940132161985,0,0,0,0
364,2,114.20927389770596,F,Colapso,0,2,0,0,0,54.197895983789124,0,0,0,0
365,2,114.20927389770596,F,Colapso,0,2,0,0,0,56.225198168456956,0,0,0,0
366,2,114.20927389770596,F,Colapso,0,2,0,0,0,60.27044422384165,0,0,0,0
367,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
368,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
369,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
370,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
371,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
372,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
373,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
374,1,57.10463694885298,E,Saturado,0,1,0,0,0,0.0,0,0,0,0
375,2,114.20927389770596,F,Colapso,0,2,0,0,0,31.760680671249663,0,0,0,0
376,2,114.20927389770596,F,Colapso,0,2,0,0,0,55.284494768426555,0,0,0,0
377,2,114.20927389770596,F,Colapso,0,2,0,0,0,60.09657640376448,0,0,0,0
378,2,114.20927389770596,F,Colapso,0,2,0,0,0,61.24642806674413,0,0,0,0
379,2,114.20927389770596,F,Colapso,0,2,0,0,0,62.23271700331835,0,0,0,0
380,2,114.20927389770596,F,Colapso,0,2,0,0,0,63.10254194460172,0,0,0,0
381,2,114.20927389770596,F,Colapso,0,2,0,0,0,63.89209618462225,0,0,0,0
382,2,114.20927389770596,F,Colapso,0,2,0,0,0,64.80767690840287,0,0,0,0
383,2,114.20927389770596,F,Colapso,0,2,0,0,0,65.78135426824619,0,0,0,0
384,2,114.20927389770596,F,Colapso,0,2,0,0,0,68.39116802506793,0,0,0,0
385,2,114.20927389770596,F,Colapso,0,2,0,0,0,70.44107671335547,0,0,0,0
386,3,171.31391084655894,F,Colapso,0,3,0,0,0,48.167816752308966,0,0,0,0
387,2,114.20927389770596,F,Colapso,0,2,0,0,0,74.82328790404416,0,0,0,0
388,1,57.10463694885298,E,Saturado,0,1,0,0,0,50.6583924490194,0,0,0,0
389,1,57.10463694885298,E,Saturado,0,1,0,0,0,55.81350534345246,0,0,0,0
390,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
391,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
392,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
393,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
394,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
395,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
396,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
397,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
398,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
399,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
400,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
401,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
402,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
403,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
404,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
405,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
406,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
407,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
408,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
409,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
410,1,57.10463694885298,E,Saturado,0,1,0,0,0,0.0,0,0,0,0
411,1,57.10463694885298,E,Saturado,0,1,0,0,0,15.40744994786537,0,0,0,0
412,1,57.10463694885298,E,Saturado,0,1,0,0,0,17.945394207791566,0,0,0,0
413,1,57.10463694885298,E,Saturado,0,1,0,0,0,19.520954878290397,0,0,0,0
414,1,57.10463694885298,E,Saturado,0,1,0,0,0,20.63625276668197,0,0,0,0
415,1,57.10463694885298,E,Saturado,0,1,0,0,0,20.824463823670595,0,0,0,0
416,1,57.10463694885298,E,Saturado,0,1,0,0,0,21.250238628480854,0,0,0,0
417,1,57.10463694885298,E,Saturado,0,1,0,0,0,21.512696369527088,0,0,0,0
418,1,57.10463694885298,E,Saturado,0,1,0,0,0,21.83195644702186,0,0,0,0
419,1,57.10463694885298,E,Saturado,0,1,0,0,0,21.973969469467974,0,0,0,0
420,1,57.10463694885298,E,Saturado,0,1,0,0,0,23.150545244115378,0,0,0,0
421,1,57.10463694885298,E,Saturado,0,1,0,0,0,23.720672506744066,0,0,0,0
422,1,57.10463694885298,E,Saturado,0,1,0,0,0,24.12561887327386,0,0,0,0
423,1,57.10463694885298,E,Saturado,0,1,0,0,0,24.577044818054816,0,0,0,0
424,1,57.10463694885298,E,Saturado,0,1,0,0,0,25.472457570758323,0,0,0,0
425,1,57.10463694885298,E,Saturado,0,1,0,0,0,25.912425699131358,0,0,0,0
426,1,57.10463694885298,E,Saturado,0,1,0,0,0,26.76082505325879,0,0,0,0
427,1,57.10463694885298,E,Saturado,0,1,0,0,0,27.469778516863897,0,0,0,0
428,1,57.10463694885298,E,Saturado,0,1,0,0,0,28.295846148879104,0,0,0,0
429,1,57.10463694885298,E,Saturado,0,1,0,0,0,28.93914400599787,0,0,0,0
430,1,57.10463694885298,E,Saturado,0,1,0,0,0,29.75819326033844,0,0,0,0
431,1,57.10463694885298,E,Saturado,0,1,0,0,0,30.821059581193918,0,0,0,0
432,1,57.10463694885298,E,Saturado,0,1,0,0,0,31.805770599271934,0,0,0,0
433,1,57.10463694885298,E,Saturado,0,1,0,0,0,32.61058273674691,0,0,0,0
434,1,57.10463694885298,E,Saturado,0,1,0,0,0,33.05042206128823,0,0,0,0
435,1,57.10463694885298,E,Saturado,0,1,0,0,0,34.39440703832335,0,0,0,0
436,1,57.10463694885298,E,Saturado,0,1,0,0,0,35.93539032019855,0,0,0,0
437,1,57.10463694885298,E,Saturado,0,1,0,0,0,37.97324440099145,0,0,0,0
438,1,57.10463694885298,E,Saturado,0,1,0,0,0,39.2538035089826,0,0,0,0
439,2,114.20927389770596,F,Colapso,0,2,0,0,0,20.992749035229565,0,0,0,0
440,2,114.20927389770596,F,Colapso,0,2,0,0,0,33.08307123866219,0,0,0,0
441,1,57.10463694885298,E,Saturado,0,1,0,0,0,47.196580523233564,0,0,0,0
442,2,114.20927389770596,F,Colapso,0,2,0,0,0,38.77106213261587,0,0,0,0
443,2,114.20927389770596,F,Colapso,0,2,0,0,0,40.908372807644,0,0,0,0
444,2,114.20927389770596,F,Colapso,0,2,0,0,0,42.776266869277244,0,0,0,0
445,2,114.20927389770596,F,Colapso,0,2,0,0,0,44.389976873326916,0,0,0,0
446,2,114.20927389770596,F,Colapso,0,2,0,0,0,45.934695108533454,0,0,0,0
447,2,114.20927389770596,F,Colapso,0,2,0,0,0,48.02879782263621,0,0,0,0
448,2,114.20927389770596,F,Colapso,0,2,0,0,0,49.780810440086356,0,0,0,0
449,2,114.20927389770596,F,Colapso,0,2,0,0,0,51.15994097375868,0,0,0,0
450,2,114.20927389770596,F,Colapso,0,2,0,0,0,53.342754178417195,0,0,0,0
451,2,114.20927389770596,F,Colapso,0,2,0,0,0,55.278895021842416,0,0,0,0
452,2,114.20927389770596,F,Colapso,0,2,0,0,0,57.343806494217745,0,0,0,0
453,2,114.20927389770596,F,Colapso,0,2,0,0,0,59.35570230945875,0,0,0,0
454,3,171.31391084655894,F,Colapso,0,3,0,0,0,41.03499448777731,0,0,0,0
455,3,171.31391084655894,F,Colapso,0,3,0,0,0,51.532722161201946,0,0,0,0
456,2,114.20927389770596,F,Colapso,0,2,0,0,0,32.80277129183789,0,0,0,0
457,2,114.20927389770596,F,Colapso,0,2,0,0,0,34.11788488999403,0,0,0,0
458,2,114.20927389770596,F,Colapso,0,2,0,0,0,34.85350146234072,0,0,0,0
459,2,114.20927389770596,F,Colapso,0,2,0,0,0,35.28788701797421,0,0,0,0
460,2,114.20927389770596,F,Colapso,0,2,0,0,0,35.798998511641514,0,0,0,0
461,2,114.20927389770596,F,Colapso,0,2,0,0,0,36.46530093755518,0,0,0,0
462,2,114.20927389770596,F,Colapso,0,2,0,0,0,36.990866163420925,0,0,0,0
463,2,114.20927389770596,F,Colapso,0,2,0,0,0,37.67289103927543,0,0,0,0
464,2,114.20927389770596,F,Colapso,0,2,0,0,0,38.778839379532286,0,0,0,0
465,2,114.20927389770596,F,Colapso,0,2,0,0,0,39.56197526328327,0,0,0,0
466,2,114.20927389770596,F,Colapso,0,2,0,0,0,40.325830644580165,0,0,0,0
467,2,114.20927389770596,F,Colapso,0,2,0,0,0,41.35360650821559,0,0,0,0
468,2,114.20927389770596,F,Colapso,0,2,0,0,0,42.61704758697178,0,0,0,0
469,2,114.20927389770596,F,Colapso,0,2,0,0,0,43.824507658157145,0,0,0,0
470,2,114.20927389770596,F,Colapso,0,2,0,0,0,44.9841543158561,0,0,0,0
471,2,114.20927389770596,F,Colapso,0,2,0,0,0,46.31551079276839,0,0,0,0
472,2,114.20927389770596,F,Colapso,0,2,0,0,0,47.7940642885649,0,0,0,0
473,2,114.20927389770596,F,Colapso,0,2,0,0,0,49.073388310924976,0,0,0,0
474,2,114.20927389770596,F,Colapso,0,2,0,0,0,50.668205869842424,0,0,0,0
475,2,114.20927389770596,F,Colapso,0,2,0,0,0,52.35055851279356,0,0,0,0
476,2,114.20927389770596,F,Colapso,0,2,0,0,0,53.91863067163217,0,0,0,0
477,2,114.20927389770596,F,Colapso,0,2,0,0,0,55.79827643708266,0,0,0,0
478,2,114.20927389770596,F,Colapso,0,2,0,0,0,57.64574843652436,0,0,0,0
479,2,114.20927389770596,F,Colapso,0,2,0,0,0,59.620550179385035,0,0,0,0
480,2,114.20927389770596,F,Colapso,0,2,0,0,0,61.44797314684341,0,0,0,0
481,3,171.31391084655894,F,Colapso,0,3,0,0,0,42.302867849497694,0,0,0,0
482,3,171.31391084655894,F,Colapso,0,3,0,0,0,44.13818713567354,0,0,0,0
483,2,114.20927389770596,F,Colapso,0,2,0,0,0,68.46740844421389,0,0,0,0
484,2,114.20927389770596,F,Colapso,0,2,0,0,0,70.93379287312369,0,0,0,0
485,2,114.20927389770596,F,Colapso,0,2,0,0,0,73.58235744161075,0,0,0,0
486,1,57.10463694885298,E,Saturado,0,1,0,0,0,53.65847984810241,0,0,0,0
487,1,57.10463694885298,E,Saturado,0,1,0,0,0,55.17330450290961,0,0,0,0
488,1,57.10463694885298,E,Saturado,0,1,0,0,0,56.75214752438732,0,0,0,0
489,1,57.10463694885298,E,Saturado,0,1,0,0,0,58.45672025946269,0,0,0,0
490,1,57.10463694885298,E,Saturado,0,1,0,0,0,60.99621660556178,0,0,0,0
491,1,57.10463694885298,E,Saturado,0,1,0,0,0,62.347609234073474,0,0,0,0
492,1,57.10463694885298,E,Saturado,0,1,0,0,0,64.40395382048649,0,0,0,0
493,1,57.10463694885298,E,Saturado,0,1,0,0,0,66.67214922468851,0,0,0,0
494,2,114.20927389770596,F,Colapso,1,1,0,0,0,34.485748991161486,0,0,0,0
495,1,57.10463694885298,E,Saturado,0,1,0,0,0,71.04280671167234,0,0,0,0
496,1,57.10463694885298,E,Saturado,0,1,0,0,0,73.41458901964792,0,0,0,0
497,1,57.10463694885298,E,Saturado,0,1,0,0,0,76.01982684145375,0,0,0,0
498,2,114.20927389770596,F,Colapso,0,2,0,0,0,40.116045423532064,0,0,0,0
499,1,57.10463694885298,E,Saturado,0,1,0,0,0,82.10867592198666,0,0,0,0
500,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
501,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
502,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
503,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
504,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
505,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
506,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
507,1,57.10463694885298,E,Saturado,0,1,0,0,0,0.0,0,0,0,0
508,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
509,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
510,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
511,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
512,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
513,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
514,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
515,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
516,2,114.20927389770596,F,Colapso,0,2,0,0,0,1.90428128720814,0,0,0,0
517,1,57.10463694885298,E,Saturado,0,1,0,0,0,4.489144883134382,0,0,0,0
518,3,171.31391084655894,F,Colapso,1,2,0,0,0,2.050513675981959,0,0,0,0
519,2,114.20927389770596,F,Colapso,1,1,0,0,0,48.78043580270418,0,0,0,0
520,1,57.10463694885298,E,Saturado,0,1,0,0,0,47.70611202323181,0,0,0,0
521,1,57.10463694885298,E,Saturado,0,1,0,0,0,50.177803885583835,0,0,0,0
522,1,57.10463694885298,E,Saturado,0,1,0,0,0,48.72793858099543,0,0,0,0
523,1,57.10463694885298,E,Saturado,0,1,0,0,0,49.20640746270595,0,0,0,0
524,1,57.10463694885298,E,Saturado,0,1,0,0,0,49.58385936331819,0,0,0,0
525,2,114.20927389770596,F,Colapso,0,2,0,0,0,27.145236460015983,0,0,0,0
526,2,114.20927389770596,F,Colapso,0,2,0,0,0,27.845470688792695,0,0,0,0
527,1,57.10463694885298,E,Saturado,0,1,0,0,0,51.69066642868881,0,0,0,0
528,1,57.10463694885298,E,Saturado,0,1,0,0,0,54.49856706162282,0,0,0,0
529,1,57.10463694885298,E,Saturado,0,1,0,0,0,55.81550895861248,0,0,0,0
530,1,57.10463694885298,E,Saturado,0,1,0,0,0,56.20235552447877,0,0,0,0
531,1,57.10463694885298,E,Saturado,0,1,0,0,0,58.65131708841813,0,0,0,0
532,1,57.10463694885298,E,Saturado,0,1,0,0,0,60.736593877741,0,0,0,0
533,1,57.10463694885298,E,Saturado,0,1,0,0,0,62.47933834392238,0,0,0,0
534,1,57.10463694885298,E,Saturado,0,1,0,0,0,64.57600711658363,0,0,0,0
535,1,57.10463694885298,E,Saturado,0,1,0,0,0,67.29997917277275,0,0,0,0
536,1,57.10463694885298,E,Saturado,0,1,0,0,0,69.81241526498061,0,0,0,0
537,1,57.10463694885298,E,Saturado,0,1,0,0,0,71.49882379747794,0,0,0,0
538,1,57.10463694885298,E,Saturado,0,1,0,0,0,73.74113821842722,0,0,0,0
539,1,57.10463694885298,E,Saturado,0,1,0,0,0,77.21675219035939,0,0,0,0
540,1,57.10463694885298,E,Saturado,0,1,0,0,0,80.36223335468136,0,0,0,0
541,1,57.10463694885298,E,Saturado,0,1,0,0,0,83.70260330331159,0,0,0,0
542,1,57.10463694885298,E,Saturado,0,1,0,0,0,87.81247024106783,0,0,0,0
543,1,57.10463694885298,E,Saturado,0,1,0,0,0,91.9166182886959,0,0,0,0
544,1,57.10463694885298,E,Saturado,0,1,0,0,0,96.4268991292591,0,0,0,0
545,1,57.10463694885298,E,Saturado,0,1,0,0,0,100.07646696938288,0,0,0,0
546,1,57.10463694885298,E,Saturado,0,1,0,0,0,104.49707171999853,0,0,0,0
547,1,57.10463694885298,E,Saturado,0,1,0,0,0,109.3220861545117,0,0,0,0
548,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
549,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
550,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
551,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
552,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
553,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
554,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
555,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
556,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
557,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
558,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
559,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
560,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
561,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
562,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
563,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
564,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
565,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
566,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
567,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
568,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
569,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
570,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
571,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
572,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
573,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
574,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
575,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
576,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
577,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
578,1,57.10463694885298,E,Saturado,0,1,0,0,0,0.6562426422061541,0,0,0,0
579,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
580,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
581,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
582,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
583,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
584,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
585,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
586,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
587,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
588,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
589,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
590,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
591,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
592,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
593,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
594,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
595,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
596,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
597,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
598,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
599,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
600,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
601,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
602,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
603,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
604,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
605,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
606,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
607,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
608,1,57.10463694885298,E,Saturado,0,1,0,0,0,0.0,0,0,0,0
609,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
610,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
611,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
612,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
613,1,57.10463694885298,E,Saturado,0,1,0,0,0,0.0,0,0,0,0
614,1,57.10463694885298,E,Saturado,0,1,0,0,0,66.56833834536783,0,0,0,0
615,1,57.10463694885298,E,Saturado,0,1,0,0,0,74.40769375409316,0,0,0,0
616,2,114.20927389770596,F,Colapso,0,2,0,0,0,39.12321502862053,0,0,0,0
617,2,114.20927389770596,F,Colapso,0,2,0,0,0,40.50060401876658,0,0,0,0
618,2,114.20927389770596,F,Colapso,0,2,0,0,0,41.38760761597343,0,0,0,0
619,2,114.20927389770596,F,Colapso,0,2,0,0,0,44.80990341822133,0,0,0,0
620,2,114.20927389770596,F,Colapso,0,2,0,0,0,46.20836569592227,0,0,0,0
621,1,57.10463694885298,E,Saturado,0,1,0,0,0,87.37427244980455,0,0,0,0
622,1,57.10463694885298,E,Saturado,0,1,0,0,0,88.98469387735693,0,0,0,0
623,1,57.10463694885298,E,Saturado,0,1,0,0,0,93.0012782178776,0,0,0,0
624,1,57.10463694885298,E,Saturado,0,1,0,0,0,95.96918183287569,0,0,0,0
625,1,57.10463694885298,E,Saturado,0,1,0,0,0,99.03964764560878,0,0,0,0
626,1,57.10463694885298,E,Saturado,0,1,0,0,0,102.72857793670359,0,0,0,0
627,1,57.10463694885298,E,Saturado,0,1,0,0,0,106.74469285881658,0,0,0,0
628,2,114.20927389770596,F,Colapso,0,2,0,0,0,55.31987753878685,0,0,0,0
629,2,114.20927389770596,F,Colapso,0,2,0,0,0,73.14529902757661,0,0,0,0
630,2,114.20927389770596,F,Colapso,0,2,0,0,0,76.4595180415887,0,0,0,0
631,1,57.10463694885298,E,Saturado,0,1,0,0,0,34.428660986213934,0,0,0,0
632,1,57.10463694885298,E,Saturado,0,1,0,0,0,35.40439938625991,0,0,0,0
633,1,57.10463694885298,E,Saturado,0,1,0,0,0,35.79152187855642,0,0,0,0
634,1,57.10463694885298,E,Saturado,0,1,0,0,0,36.01529878624123,0,0,0,0
635,1,57.10463694885298,E,Saturado,0,1,0,0,0,36.39328344403471,0,0,0,0
636,1,57.10463694885298,E,Saturado,0,1,0,0,0,36.65756406597575,0,0,0,0
637,1,57.10463694885298,E,Saturado,0,1,0,0,0,36.99887203713888,0,0,0,0
638,1,57.10463694885298,E,Saturado,0,1,0,0,0,37.96147459307982,0,0,0,0
639,1,57.10463694885298,E,Saturado,0,1,0,0,0,38.517847037635,0,0,0,0
640,1,57.10463694885298,E,Saturado,0,1,0,0,0,39.13365243245145,0,0,0,0
641,1,57.10463694885298,E,Saturado,0,1,0,0,0,39.53984247153353,0,0,0,0
642,1,57.10463694885298,E,Saturado,0,1,0,0,0,40.16345624085931,0,0,0,0
643,1,57.10463694885298,E,Saturado,0,1,0,0,0,40.84783679568003,0,0,0,0
644,1,57.10463694885298,E,Saturado,0,1,0,0,0,41.349813950948665,0,0,0,0
645,1,57.10463694885298,E,Saturado,0,1,0,0,0,42.04697757049026,0,0,0,0
646,1,57.10463694885298,E,Saturado,0,1,0,0,0,42.8652482772258,0,0,0,0
647,1,57.10463694885298,E,Saturado,0,1,0,0,0,43.79098145191509,0,0,0,0
648,1,57.10463694885298,E,Saturado,0,1,0,0,0,44.65149409083848,0,0,0,0
649,1,57.10463694885298,E,Saturado,0,1,0,0,0,45.559764328254545,0,0,0,0
650,1,57.10463694885298,E,Saturado,0,1,0,0,0,46.59847849950972,0,0,0,0
651,1,57.10463694885298,E,Saturado,0,1,0,0,0,47.66857500878548,0,0,0,0
652,1,57.10463694885298,E,Saturado,0,1,0,0,0,48.808941164030344,0,0,0,0
653,1,57.10463694885298,E,Saturado,0,1,0,0,0,50.24111383117985,0,0,0,0
654,1,57.10463694885298,E,Saturado,0,1,0,0,0,51.40590119291794,0,0,0,0
655,1,57.10463694885298,E,Saturado,0,1,0,0,0,52.8193429206293,0,0,0,0
656,1,57.10463694885298,E,Saturado,0,1,0,0,0,54.095582806796294,0,0,0,0
657,1,57.10463694885298,E,Saturado,0,1,0,0,0,55.277086043584305,0,0,0,0
658,1,57.10463694885298,E,Saturado,0,1,0,0,0,56.70306467758134,0,0,0,0
659,1,57.10463694885298,E,Saturado,0,1,0,0,0,58.202215337223485,0,0,0,0
660,1,57.10463694885298,E,Saturado,0,1,0,0,0,59.89516710437042,0,0,0,0
661,1,57.10463694885298,E,Saturado,0,1,0,0,0,61.556278564318035,0,0,0,0
662,1,57.10463694885298,E,Saturado,0,1,0,0,0,63.153314411448356,0,0,0,0
663,1,57.10463694885298,E,Saturado,0,1,0,0,0,65.10754332007673,0,0,0,0
664,1,57.10463694885298,E,Saturado,0,1,0,0,0,66.64473404468475,0,0,0,0
665,1,57.10463694885298,E,Saturado,0,1,0,0,0,68.59599187826156,0,0,0,0
666,1,57.10463694885298,E,Saturado,0,1,0,0,0,70.93938009711235,0,0,0,0
667,1,57.10463694885298,E,Saturado,0,1,0,0,0,73.02805158297775,0,0,0,0
668,1,57.10463694885298,E,Saturado,0,1,0,0,0,75.29130092004267,0,0,0,0
669,1,57.10463694885298,E,Saturado,0,1,0,0,0,77.52274429759602,0,0,0,0
670,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
671,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
672,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
673,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
674,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
675,1,57.10463694885298,E,Saturado,0,1,0,0,0,0.0,0,0,0,0
676,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
677,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
678,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
679,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
680,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
681,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
682,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
683,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
684,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
685,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
686,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
687,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
688,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
689,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
